"alt","comments","facebookUrl","images/0/thumb","isVideo","likes","link","pageId","postId","shares","text","thumb","time","timestamp","topLevelUrl","url"
,"50","https://www.facebook.com/tamkrasaee/",,"true","1400",,"1578576415490934","6063697286978802","616","Mood 〰️👄〰️💧 Instagram : quenblackwell","https://scontent.forf1-4.fna.fbcdn.net/v/t15.5256-10/276097154_1223512624867701_59165120959224459_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=08861d&_nc_ohc=MNqJb3AejsUAX88TXya&_nc_ht=scontent.forf1-4.fna&oh=00_AfA-WBeBHla9nWQmS7ebV6N9xsULdjoy_Nljtiw-rXRmnQ&oe=63F91ADD","Saturday, March 19, 2022 at 10:50 PM","1647755413000","https://www.facebook.com/1578576415490934/posts/6063697286978802","https://www.facebook.com/tamkrasaee/posts/pfbid02KdC3KGF1Kzfi2Jenoez8wiARWzqAM3c36uupX6mboVf81c6FPji83NW4otWbt8FKl"
,"45","https://www.facebook.com/tamkrasaee/",,"true","1400",,"1578576415490934","6061120013903196","146","ม่ายเห็น ไม่รู้ ม่ายสนจัย Via : @dojacat","https://scontent.forf1-4.fna.fbcdn.net/v/t15.5256-10/275618739_333774422111514_7451382697323470080_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=08861d&_nc_ohc=-TI4P2NrVdUAX87l1hj&_nc_ht=scontent.forf1-4.fna&oh=00_AfAgZZibOrs0MTUwndQ2UDoagXhCp4I3wO9H6whOEzBxTg&oe=63F94DC2","Friday, March 18, 2022 at 11:02 PM","1647669753000","https://www.facebook.com/1578576415490934/posts/6061120013903196","https://www.facebook.com/tamkrasaee/posts/pfbid0at1hhjeJFFfh9q5vHhG3mJhyuT8kc5rqiYJxQbcjBq89cpuZehAnvj48znrgBVbbl"
,"25","https://www.facebook.com/tamkrasaee/",,,"1900","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6058529520828912/?type=3","1578576415490934","6058529560828908","117","Mood 🥺🫣 #bts #btsthailand #ARMY #อาร์มี่","https://scontent.forf1-4.fna.fbcdn.net/v/t39.30808-6/275873386_6058529514162246_496986631842705500_n.jpg?stp=dst-jpg_s552x414&_nc_cat=107&ccb=1-7&_nc_sid=110474&_nc_ohc=4oZFLq8LvdEAX-iDM03&_nc_ht=scontent.forf1-4.fna&oh=00_AfD1sDvFikDSlxLgLCymLydyfJmHawfBtZ5z-lW2F3s65A&oe=63F8990C","Friday, March 18, 2022 at 12:21 AM","1647588060000","https://www.facebook.com/1578576415490934/posts/6058529560828908","https://www.facebook.com/tamkrasaee/posts/pfbid025fj5QKna6EZ3Q2WykanQxRKQbPedUqDYdhfWTiufM5EF2uMqFE9cRuhUDnzsPT7Ll"
,"157","https://www.facebook.com/tamkrasaee/",,,"4800","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6058509427497588/?type=3","1578576415490934","6058509504164247","1300","Mood","https://scontent.forf1-4.fna.fbcdn.net/v/t39.30808-6/276032059_6058509414164256_505464410346301489_n.jpg?stp=dst-jpg_s851x315&_nc_cat=102&ccb=1-7&_nc_sid=110474&_nc_ohc=wxhC_mOrOykAX8jC3ty&_nc_ht=scontent.forf1-4.fna&oh=00_AfB0nYf1mLGUBdFzpa_MgaloX--rrNGAhiD-64tN0GOsdg&oe=63F8EB86","Friday, March 18, 2022 at 12:10 AM","1647587409000","https://www.facebook.com/1578576415490934/posts/6058509504164247","https://www.facebook.com/tamkrasaee/posts/pfbid0Au7UsKhYhALuF62GhyKJbN5TCys1nj3EVcmEUxspWQwvbR6u5cdJwXS7qGw8dYA1l"
,"76","https://www.facebook.com/tamkrasaee/",,,"1100","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6058428364172361/?type=3","1578576415490934","6058428414172356","288","เตือนนักเอฟทั้งหลายหน่อยจากข่าวนี้ ที่ตำรวจสอบสวนกลางร่วมกับ อย. ทลายโกดังเครื่องสำอางค์ปลอมเคาน์เตอร์แบรนด์18 ยี่ห้อดัง แล้วแต่ละยี่ห้อคือเจ้าดังๆทั้งนั้นแทบจะแยกไม่ออกอันไหนจริงอันไหนปลอม ต่อไปนี้จะเอฟจะซื้อจากที่ไหนก็ลองดูข้อมูลร้านกันดีดีด้วยนะสาวๆ ถ้าเป็นไปได้ซื้อในเคาท์เตอร์แบรนด์ในห้างหรือร้านออนไลน์ Official ของแบรนด์เลยชัวร์กว่า เพราะบางทีเห็นหลายๆร้านในออนไลน์ขายลดราคาแถมกันสู้ตายจนเคาท์เตอร์ในห้างร้องไห้แล้วหนึ่ง!!!!  Cr: อย.https://m.facebook.com/story.php?story_fbid=291766943094839&id=100067846073593","https://scontent.forf1-4.fna.fbcdn.net/v/t39.30808-6/275138007_6058428654172332_7492273499154626675_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=110474&_nc_ohc=VzCmvkfK4isAX9WU47F&_nc_ht=scontent.forf1-4.fna&oh=00_AfDW5mNqd0iLf5Brlys7E0oVSJ-BPH__m3OE3tqDVRQdIQ&oe=63F7F97C","Thursday, March 17, 2022 at 11:25 PM","1647584728000","https://www.facebook.com/1578576415490934/posts/6058428414172356","https://www.facebook.com/tamkrasaee/posts/pfbid02PeMZ3CEwEd1SpStj6vzpdJzUegFRierXYLPwcXP3TrorU6F445akCd1fSnfVpxRyl"
,"32","https://www.facebook.com/tamkrasaee/",,,"486","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6058203864194811/?type=3","1578576415490934","6058203920861472","22","งงเด้อหลวงพ่อ!!! จั่วหัวโพสต์เรียกนักข่าวมาทั้งบางว่าจะแถลงข่าวเรื่องสำคัญเกี่ยวกับโยคีบอกว่าจะให้เขาพูดแล้ว ไอ้เราก็ตื่นเต้นนึกว่าจะเกี่ยวอะไรกับคดีแตงโม สรุปอิดอกกก บ้งมาก รับบทนางโยคีผู้ถูกกระทำบอกว่าโดนตชด.ตาม ไม่ปลอดภัย ขอให้ ผบ.ตร.มาดูแลเรื่องความปลอดภัย คร่าาาาาาาา กูต้องรู้มั้ย เหลือกตามองบน แล้วคือนี่เกี่ยวอะไรกับท่านคะ งง มันกิจของสงค์มั้ยคะท่าน แล้วกูก็นะมาฟังอะไรไม่มีสาระเสียเวลาทำมาหากิน โดนคุกคามก็ไปแจ้งความค่ะไม่ต้องมาแจ้งสื่อ เพลียค่ะ","https://scontent.ftol1-1.fna.fbcdn.net/v/t39.30808-6/275771968_6058204050861459_7610940854420307202_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=110474&_nc_ohc=FdTvZnDHDlkAX_hUdb0&_nc_ht=scontent.ftol1-1.fna&oh=00_AfDzSVTAP5fFiAqXbRKTutXT8vwdElhpfqfGyeFZP2QiVA&oe=63F91F7F","Thursday, March 17, 2022 at 9:17 PM","1647577036000","https://www.facebook.com/1578576415490934/posts/6058203920861472","https://www.facebook.com/tamkrasaee/posts/pfbid02DBN9QmRZManucEyfVCMrDz3Yc1Gpb5qRbCmanfkqnP95yFSTWffG5HHXn9w6V4zol"
,"156","https://www.facebook.com/tamkrasaee/",,,"5500","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6055451321136732/?type=3","1578576415490934","6055451374470060","650","จีจี้ ทำไม่เปงคนแบบนี้","https://scontent.ftol1-1.fna.fbcdn.net/v/t39.30808-6/276174709_6055451314470066_5173862769702452805_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=110474&_nc_ohc=HF-SbRovpKAAX9QDtYr&_nc_ht=scontent.ftol1-1.fna&oh=00_AfCBmcoePmV6caVb6byLjEb0qZ-268LZGccTcVY5AJraZw&oe=63F84FF7","Wednesday, March 16, 2022 at 10:07 PM","1647493663000","https://www.facebook.com/1578576415490934/posts/6055451374470060","https://www.facebook.com/tamkrasaee/posts/pfbid0obqTvxdgK8GTEm4vriVZyhPjMKDzpq7b2HjKko4auFLcM2fbYbyjuPcdiPTxq7QWl"
,"96","https://www.facebook.com/tamkrasaee/",,,"5900","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6052891001392764/?type=3","1578576415490934","6052891064726091","909","ขออวยยศคร่า ฉันรู้ทันอีพวกตัวดีได้เพราะแอพนี้เลย","https://scontent.ftol1-1.fna.fbcdn.net/v/t39.30808-6/275990372_6052890988059432_2922230958571709358_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=110474&_nc_ohc=YJikGNayh40AX8A9O2k&_nc_ht=scontent.ftol1-1.fna&oh=00_AfDH_FZ7VgYQI_B4rvaaIAw_8VkVFCRAfrEuVE8BMVpfCw&oe=63F9937D","Wednesday, March 16, 2022 at 12:58 AM","1647417524000","https://www.facebook.com/1578576415490934/posts/6052891064726091","https://www.facebook.com/tamkrasaee/posts/pfbid02a1mti3vhvmaJUE5J2QCAfEZJBrMGMmFdG7DadVHhURjZ61TxxLCeHx4vmpSsmbnjl"
,"243","https://www.facebook.com/tamkrasaee/",,,"6400","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6049789441702920/?type=3","1578576415490934","6049789478369583","1600","🥹","https://scontent.ftol1-1.fna.fbcdn.net/v/t39.30808-6/275303274_6049789438369587_5620551826079325978_n.jpg?stp=dst-jpg_s526x395&_nc_cat=107&ccb=1-7&_nc_sid=110474&_nc_ohc=Zi-wqpU4QywAX_8GiRs&_nc_ht=scontent.ftol1-1.fna&oh=00_AfBXxj6dpNePBE6tS2Y-HQYp39BlEwORWG7yjDlfdnEg3g&oe=63F98D07","Monday, March 14, 2022 at 10:32 PM","1647322350000","https://www.facebook.com/1578576415490934/posts/6049789478369583","https://www.facebook.com/tamkrasaee/posts/pfbid02xTZRB61MvvqkLzbzav93qzLv9BRxkirfuvaKLQFkCMtevkR9HPxScqvxwM8gidfbl"
,"98","https://www.facebook.com/tamkrasaee/",,,"6900","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6049747448373786/?type=3","1578576415490934","6049747481707116","557","Mood","https://scontent.ftol1-1.fna.fbcdn.net/v/t39.30808-6/275231894_6049747445040453_7084450876682786891_n.jpg?stp=dst-jpg_s526x395&_nc_cat=111&ccb=1-7&_nc_sid=110474&_nc_ohc=dGE5vOLNJSEAX_5rBpI&_nc_ht=scontent.ftol1-1.fna&oh=00_AfBlmRJk65J50JzV3Kx5oN8N_G0CQCB-kbmCgCqq_A6gFA&oe=63F8147D","Monday, March 14, 2022 at 10:07 PM","1647320860000","https://www.facebook.com/1578576415490934/posts/6049747481707116","https://www.facebook.com/tamkrasaee/posts/pfbid0qzyDdAAZ4HYjwQpLgtt8qAoEW9UMpeidrkDGJScTLoS3ShX1tKg543mGbGpF6by3l"
,"421","https://www.facebook.com/tamkrasaee/",,,"2200","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6047184618630069/?type=3","1578576415490934","6047184705296727","587","มีมคนมีแฟน มีมหมั่นเขี้ยว","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/275915430_6047184615296736_222277494050141136_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=110474&_nc_ohc=PrCOcgeC9ikAX_2vzlq&_nc_ht=scontent-iad3-2.xx&oh=00_AfCzALLVGTkb3TmOyBkqfR2NtCCEKXbe9IcKBDenVPCWMg&oe=63F8E9B8","Monday, March 14, 2022 at 12:06 AM","1647241583000","https://www.facebook.com/1578576415490934/posts/6047184705296727","https://www.facebook.com/tamkrasaee/posts/pfbid0TM4d6rx1qrpbvAsEdXkuNUWuKE2AU22zYeoV3oFbQ1rfrcSs4JFwEh9SP4Eh5bKRl"
"No photo description available.","3","https://www.facebook.com/tamkrasaee/",,,"39",,"1578576415490934","6042029285812269","12","มันมาแล้วแกร “Buddy Beater” ครั้งแรกของเกม 2D Multiplayer Battle Royale บนบล็อกเชน  หวี๊ดดดดด นางจะสร้างตำนานบทใหม่ เพื่อเน้นความสนุก พร้อมมุ่งหน้าสู่ Esports NFT เกมแรกของโลก  เกียมตัวเลอ เกียมโหลดเลอ 👁👄👁 #BuddyBeater #2DMultiplayerBattleRoyale #Blockchain #EsportsNFT #NFTs","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/275672799_6041779712503893_3881557548029625102_n.jpg?stp=dst-jpg_p403x403&_nc_cat=110&ccb=1-7&_nc_sid=110474&_nc_ohc=wo57TKTUqrAAX_cCTvK&_nc_ht=scontent-iad3-2.xx&oh=00_AfBVC3DyzRu2OB636Ce2QdPW12VJQ9qzdofO_XKiZTFUcA&oe=63F8044B","Saturday, March 12, 2022 at 2:16 AM","1647080177000","https://www.facebook.com/1578576415490934/posts/6042029285812269","https://www.facebook.com/tamkrasaee/posts/pfbid021KfkTLDdaHLqkGP6DPRRNDmRezBTLBnQuaibirffwGw3QMfUc6fWGJgemoereYRjl"
,"41","https://www.facebook.com/tamkrasaee/",,,"1000","https://www.facebook.com/#","1578576415490934","6041503189198212","190","➖👄➖",,"Friday, March 11, 2022 at 9:55 PM","1647064558000","https://www.facebook.com/1578576415490934/posts/6041503189198212","https://www.facebook.com/tamkrasaee/posts/pfbid02YxqSYCRZjeRgSMVGHRp7aDi5e1Gn5Lyhfrfp9wdUp8vtnvMXkknXcx76efmtfgnGl"
,"189","https://www.facebook.com/tamkrasaee/",,,"4500","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6041494235865774/?type=3","1578576415490934","6041494302532434","818","ใส่เสื้อดำ = ติดขนวิเศษ Via : Catviral.exe","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/275433675_6041494232532441_8419038407590682283_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=110474&_nc_ohc=fzTNLq9QlfYAX_diHaN&_nc_ht=scontent-iad3-2.xx&oh=00_AfCk-uKg8c0xI9DVfo4kflRNhzo8tGb4z3ixRmeSmLAthA&oe=63F8E3EE","Friday, March 11, 2022 at 9:51 PM","1647064287000","https://www.facebook.com/1578576415490934/posts/6041494302532434","https://www.facebook.com/tamkrasaee/posts/pfbid0hF2tmKFfNMax4U5RJRN5G77zvD81wrtxnntbvHzqf69vekJJfvacHrxW5ftJSuBel"
,"66","https://www.facebook.com/tamkrasaee/",,,"4100","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6041343712547493/?type=3","1578576415490934","6041265499221981","98","โอเคค่ะคุณแม๊!!! เพราะคุณแม๊ได้ให้ทนายกฤษณะ สั่งอายัดศพแตงโมแล้วค่ะ เพื่อนำมาชันสูตรอีกครั้ง เพราะครอบครัวมีข้อสงสัยและค้างคาใจหลายจุดทั้งบาดแผลและการเสียชีวิตของลูกสาว  รายละเอียดเพิ่มเติมเดี๋ยวรอทนายคุณแม๊มาแถลงละกัน แต่ตอนนี้ต้องเลื่อนพิธีพิธีฌาปนกิจวันที่ 14 มีนาคมนี้ไปก่อน  #แตงโม  CR: Off Chainon ,CH ONE ,แอนนา","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/275298838_6041343705880827_7258805791031232669_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=110474&_nc_ohc=7Y6sW7nUF_gAX9_qLr-&_nc_ht=scontent-iad3-2.xx&oh=00_AfBeE7PQxBYg4dLxJ2Tss-IXRmFp1_CwjwCDN4MrIrbVDA&oe=63F97D0E","Friday, March 11, 2022 at 8:08 PM","1647058101000","https://www.facebook.com/1578576415490934/posts/6041265499221981","https://www.facebook.com/tamkrasaee/posts/pfbid02JWDCYgB6wqJ3bAiwCinKq7MQeoqYaFE4PR7YwHXo7uSLYh1kMcdpakr923rD9Rzil"
,"165","https://www.facebook.com/tamkrasaee/",,,"3500","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6033118020036729/?type=3","1578576415490934","6033118076703390","962","จะตุยแล้ว","https://scontent-dfw5-2.xx.fbcdn.net/v/t39.30808-6/275365030_6033118010036730_819665783798823290_n.jpg?stp=dst-jpg_p403x403&_nc_cat=104&ccb=1-7&_nc_sid=110474&_nc_ohc=zfyk96gv9WgAX-tvDsz&_nc_ht=scontent-dfw5-2.xx&oh=00_AfCFAhDXsnanpGPib0kFDTp01oMvIgCHVlGTGnU8EnQFvA&oe=63F8210F","Tuesday, March 8, 2022 at 11:18 PM","1646810331000","https://www.facebook.com/1578576415490934/posts/6033118076703390","https://www.facebook.com/tamkrasaee/posts/pfbid0219x2pXgnnib4c3pmcyhJZWxL8HRqoJhup7zSHC5YvPo8pdjv9ipZDddTmfqPmbowl"
,"45","https://www.facebook.com/tamkrasaee/",,,"2900","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6032838056731392/?type=3","1578576415490934","6032838083398056","111","Mood","https://scontent-dfw5-2.xx.fbcdn.net/v/t39.30808-6/274980557_6032838053398059_3841426479911071624_n.jpg?stp=dst-jpg_p480x480&_nc_cat=106&ccb=1-7&_nc_sid=110474&_nc_ohc=npv5zGe0XtcAX_I1dqm&_nc_ht=scontent-dfw5-2.xx&oh=00_AfAI-ecVkpxXs6Sf9uwGt4sMzs-2J0rGZrNE-grJbHAznQ&oe=63F94CB1","Tuesday, March 8, 2022 at 8:36 PM","1646800587000","https://www.facebook.com/1578576415490934/posts/6032838083398056","https://www.facebook.com/tamkrasaee/posts/pfbid02CzzQ3WiyAQ8LD2B8HKqT8BBMJTGiGkXUixpuwusniSJ8A6LpLrETC1JRQm8AKkXWl"
,"74","https://www.facebook.com/tamkrasaee/",,,"2400","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6027843600564171/?type=3","1578576415490934","6027843640564167","309","ครอบครัวต้องมาก่อน","https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/275307695_6027843593897505_3529146698137538498_n.jpg?stp=dst-jpg_p403x403&_nc_cat=103&ccb=1-7&_nc_sid=110474&_nc_ohc=IcQS1iHqADIAX-uOQgK&_nc_ht=scontent-dfw5-1.xx&oh=00_AfBurjKlnJX4MmOz_NgEkg5DU8dVnR-jqreKqr3-3Yx6_A&oe=63F89A04","Monday, March 7, 2022 at 1:10 AM","1646644238000","https://www.facebook.com/1578576415490934/posts/6027843640564167","https://www.facebook.com/tamkrasaee/posts/pfbid02LotF6jyFGmENUbNMY2m5TgWHEo8wyrSAHHVWi8QK77RbRQ8JZ7dACXr6ryYNKFkyl"
,"4","https://www.facebook.com/tamkrasaee/",,"true","30",,"1578576415490934","6027605000588031","4","อย่างน้อยเดือนหน้าก็มีหนังไทยคุณภาพให้ดูอีกเรื่องโว้ย พลาดไม่ได้ป้ะ หนังของพี่ เต๋อ นวพล เชียวน้า รับประกันเลย  FAST & FEEL LOVE จะต้อง สนุก มันส์ กาว แน่นอน 6 เมษายนนี้ ทุกโรงภาพยนตร์ เจอกันๆ  #FastAndFeelLove","https://scontent-dfw5-1.xx.fbcdn.net/v/t15.5256-10/274480872_427168869204963_7344394089678088787_n.jpg?stp=dst-jpg_p280x280&_nc_cat=109&ccb=1-7&_nc_sid=08861d&_nc_ohc=wi7D3Z9rgE0AX8IpBEn&_nc_ht=scontent-dfw5-1.xx&oh=00_AfC4epsxtTlDoTXJ-GzAVK2gq-fs7ae_5bmjFNYuae1dJQ&oe=63F98DCA","Sunday, March 6, 2022 at 10:59 PM","1646636365000","https://www.facebook.com/1578576415490934/posts/6027605000588031","https://www.facebook.com/tamkrasaee/posts/pfbid02KxCDMmCthdJgozN8N8X2oaLYyYD6TT6ziWLhEmWrTbrC77Qo5RymU1qx24dKfiBpl"
,"283","https://www.facebook.com/tamkrasaee/",,,"4500","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6027353467279851/?type=3","1578576415490934","6027353517279846","1400","เรื่องราวของคนใจเย็น","https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/275058489_6027353460613185_8140836713755955200_n.jpg?stp=dst-jpg_p403x403&_nc_cat=101&ccb=1-7&_nc_sid=110474&_nc_ohc=40q87jn72zwAX_8hqyi&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDNaTvZPIfwL7uYrXok7Cz5cGsQVX9EFlTdDYsSX7bWEQ&oe=63F95E42","Sunday, March 6, 2022 at 8:42 PM","1646628153000","https://www.facebook.com/1578576415490934/posts/6027353517279846","https://www.facebook.com/tamkrasaee/posts/pfbid023c2nQxxUkwRhmcKGutTjsyFkctkoGij8S5nfcRf5Des2kQRZRzcPefZzSFBDJUYLl"
,"14","https://www.facebook.com/tamkrasaee/",,,"374","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6022486757766522/?type=3","1578576415490934","6022486777766520","9","พักเรื่องเครียดๆช่วงนี้ก่อน มาดูเรื่องเลือกตั้งผู้ว่ากรุงเทพครั้งนี้ดีกว่า เห็นเปิดตัวผู้สมัครมาแล้วหลายคน แต่เอาจริงยังไม่ได้ไปดูเรื่องนโยบายครบทุกคนเลยว่าจะหาเวลาไปทยอยดู ตอนนี้ก็เพิ่งได้อ่านนโยบายกรุงเทพ 9 ดีของเฮียชัชแค่คนเดียว เออว่ะ!!!มันโดนใจถูกจริตชั้นดีอ่ะ แล้วยิ่งช่วงนี้เฮียแกท๊อปฟอร์มมากเป็นที่ต้องตาต้องใจชาวโซเชียลเรื่องความแข็งแกร่งด้วย ขยับไปไหนก็มีมีมมาล้อแบบขำๆ ชอบอ่ะ55","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/274895077_6021994987815699_8234792497954866922_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=110474&_nc_ohc=20z3485ndNgAX-P9geM&_nc_ht=scontent-ord5-1.xx&oh=00_AfDFaNwHaXYWy-p1fSPoR3pXWFoTPCkLFES4pt7cJqHPKA&oe=63F8F125","Saturday, March 5, 2022 at 3:00 AM","1646478022000","https://www.facebook.com/1578576415490934/posts/6022486777766520","https://www.facebook.com/tamkrasaee/posts/pfbid02omE9PAe8inzDHuaQQRVEG1kqkfEBAGnC232LDcn7dT76X6SwnqdFkSyihiYvDfwgl"
,"641","https://www.facebook.com/tamkrasaee/",,,"12000","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6019063811442150/?type=3","1578576415490934","6019063844775480","1600","คือดูโหนกระแสที่คุณแม่แตงโมมาออกวันนี้แล้วอยากให้กำลังใจหลายๆคนที่เกี่ยวข้องจริงๆ ขนาดเราดูเรายังสะอึก แล้วพี่หนุ่มคือสายตาแกเหนื่อยใจ ตอนนี้อะไรหลายๆอย่างทั้งเรื่องคดีความหรือสิ่งใดที่นอกเหนือกว่านั้นก็ต้องรอดูว่าจะออกมารูปแบบไหน แต่วันนี้ชั้นขอให้กำลังใจพี่หนุ่มก่อน รักนะเฮีย กอดๆ  แม่ ตม : ทำไมถอนหายใจคะ พี่หนุ่ม : ผมเหนื่อยเเม่ ผมเหนื่อยจริงๆวันนี้  เหมือนมันมีเรื่องให้ผมต้องมานั่งตามอะไรกันอีกแล้วก็ไม่รู้ผมงง แม่ ตม : เนี่ยพอจบจากคุณแม่นี่จบแล้ว ไม่มีอะไรละ... กู: แม๊!!!!!!!!!!!!!!!!!! Cr : โหนกระแส ","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/274945843_6019063941442137_8626866770041467983_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=110474&_nc_ohc=zpXFxdvrbIYAX93lUtI&_nc_ht=scontent-ord5-1.xx&oh=00_AfDf8VLqQRV2cbqTvq-q9lRhoeCgSjrnuLSXAPPbpUAtag&oe=63F8899F","Thursday, March 3, 2022 at 11:24 PM","1646378645000","https://www.facebook.com/1578576415490934/posts/6019063844775480","https://www.facebook.com/tamkrasaee/posts/pfbid02s7WSYFDLfkBvtZg4G9hReSuuAeWpsJsiPr1aTr8hLAHEgh6V5XUXikTgEvd5n9Xl"
,"236","https://www.facebook.com/tamkrasaee/",,,"2700","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6013997111948820/?type=3","1578576415490934","6013997145282150","332","เธอไม่ได้ขายสวย เธอขายความสามารถ","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/274733090_6013997108615487_1298197105304232335_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=110474&_nc_ohc=damI7claFfcAX-xw4mW&_nc_ht=scontent-ord5-1.xx&oh=00_AfBnCpkzrhHdrsNPe6yWFCl5UkPbQ4YW4pRxBkoXk6Stdw&oe=63F92039","Wednesday, March 2, 2022 at 6:29 AM","1646231379000","https://www.facebook.com/1578576415490934/posts/6013997145282150","https://www.facebook.com/tamkrasaee/posts/pfbid0789SLyTRKAqvqPdbkw6azfE2UmJo3685H7NDHUx4Tj1TETEiiYD7Ucyq1ugHad4ml"
,"393","https://www.facebook.com/tamkrasaee/",,,"6100","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6013651305316734/?type=3","1578576415490934","6013651371983394","634","ล่าสุดตำรวจนำเรือจริงมาจำลองเหตุการณ์ตามรอย GPS ในวันเกิดเหตุ แต่ต้องยกเลิกภารกิจจ้าาาาาา เพราะใบพัดหลุดเก่งหลุดไปแล้วหนึ่ง ก็จมน้ำไปเลยสิคะรออะไร cr: ข่าวช่องวัน /เรื่องเล่าเช้านี้/ทวีตเตอร์","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/274737578_6013651738650024_2372393010609308039_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=110474&_nc_ohc=WdLk-L1HQ4wAX8p2_cQ&_nc_ht=scontent-ord5-1.xx&oh=00_AfDASOpImLM3iw3nF1Pf2_MN4PlrXYhWFnrxZ2cFwJ5BXg&oe=63F7C78E","Wednesday, March 2, 2022 at 3:53 AM","1646222001000","https://www.facebook.com/1578576415490934/posts/6013651371983394","https://www.facebook.com/tamkrasaee/posts/pfbid0mprJWcH7268ZRAR8S9Y9LxSQr5wkGuHDatJ5DpMqb6TpSMxsJMtaDY6ZQYHRJ2wrl"
,"123","https://www.facebook.com/tamkrasaee/",,,"4400","https://www.facebook.com/tamkrasaee/photos/a.1597789430236299/6013532255328639/?type=3","1578576415490934","6013532348661963","291","ช่องเนชั่นเขาไปสัมภาษณ์คนคุมไฟสะพานพระราม 8 เขาบอกว่าปกติวันธรรมดาจะปิดไฟประมาณ 3 ทุ่ม ยกเว้นเสาร์อาทิตย์จะเลทหน่อยเพราะอาจจะมีคนมาถ่ายรูป แล้วชาวเน็ตก็จับโป๊ะอีกว่ารูปที่ถ่ายกะแตงโมตอนนั้นเกือบสี่ทุ่มแล้วทำไมไฟสะพานยังเปิด?? แล้วเวลาดันมาตรงกับแชดที่โมตอบแอนนาเข้าไปอีก ตกลงใครพิมพ์? หรือเวลาของใครถูกต้องกันแน่ เงื่อนงำเยอะสิ่ง ดูแถลงข่าวก็งงพูดจริงๆ  Cr:Nation","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/274884415_6013532455328619_8552001112120059434_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=110474&_nc_ohc=czQY2-_jksEAX-pVnfT&_nc_ht=scontent-ord5-1.xx&oh=00_AfADvBNC0XUPQbqc6CJTVvdaZ-4h0hYOpH9pGxEoZwhd7g&oe=63F7B0BD","Wednesday, March 2, 2022 at 3:00 AM","1646218846000","https://www.facebook.com/1578576415490934/posts/6013532348661963","https://www.facebook.com/tamkrasaee/posts/pfbid02CQNSG2qK2aeDFQvvioDCbM1a8Xz4bPS3nbchB8DWShp2oQeLCw37vhTWnnJsXXTEl"
